,TF,target,importance
1097,ZNF275,ZNF136,2.4292720180855394
433,ZBTB12,NFIA,2.428684479002292
984,KHSRP,PRDM4,2.428556450716152
521,ZNF283,HINFP,2.428285318245301
629,MBD4,ZNF668,2.4277099504054727
545,ZFP37,FOSB,2.4262014544882726
399,PREB,IRX3,2.4258394629578373
246,RFXANK,ZBTB14,2.424716088453991
55,ZNF165,SIX3,2.4245990340012566
1131,KLF5,ZNF48,2.4245488296135496
917,ZNF805,LHX4,2.4240071367202147
265,NFIL3,HES7,2.4237293461662324
65,FOXB2,ZNF131,2.422877779736187
1116,EBF2,ZNF789,2.4227931323628606
100,THAP7,IRF7,2.4227468344442578
6,ZNF626,ZNF708,2.422424546333679
1006,PRDM10,MTA3,2.421167223824278
707,HEY1,E2F4,2.4211178989579123
1014,GRHL1,ZFP14,2.420889489465355
68,RORC,NFE2L2,2.4200279236249753
211,MIER1,ZNF829,2.41965259643516
891,ARID5B,ZNF610,2.4185829919624275
1118,ZIC2,MBD4,2.4175044312446468
83,HMGA1,MBD3,2.417112622294648
847,ZNF248,NR3C1,2.4169425956161406
160,ZNF711,ZSCAN31,2.4164650594102683
560,CIZ1,RARG,2.415893997577948
106,STAT6,TSHZ2,2.415886071801519
254,SP6,PRDM15,2.415467256014643
953,HOXB13,HSF4,2.4154468258248425
376,ZNF747,GRHL1,2.41435224061052
618,ZNF229,ZNF718,2.4139793063068518
298,ZNF92,NKX3-1,2.4138598203603303
40,ZNF277,CREBRF,2.4137480014710277
402,ZNF256,CCDC88A,2.41362839282658
1020,ZBTB43,ZNF367,2.4130706200783028
38,HES6,ZHX2,2.4126597257779085
501,ZXDA,HMGB2,2.411942354971878
254,SP6,HOXC6,2.4118905882684762
1162,E2F1,SP9,2.411188833175002
172,FOXG1,REL,2.4111002649311333
797,ZBTB14,ZFP82,2.409897354510075
632,SPDEF,ZNF473,2.4098092443489945
860,KLF2,ZNF488,2.409056314206123
832,GABPA,ZNF280B,2.408461069846309
385,ZNF570,ZNF823,2.408369604299823
705,RFX7,ZNF383,2.4082034275116535
242,ZNF415,RBCK1,2.405338579723942
58,HOXA1,ZNF266,2.405111799178626
434,ZNF552,ZNF468,2.4048736496062566
25,NKX2-8,ZNF711,2.4047716968386688
19,BATF3,ZNF324,2.404084216299322
38,HES6,ZBTB14,2.403208136981276
277,ZNF133,ZSCAN2,2.403116427994018
400,ZNF700,BATF3,2.401901451625636
550,PBX4,ZNF671,2.401797782085606
1155,MYBL1,ZSCAN32,2.4016965745303818
973,TFCP2L1,ZNF425,2.3994125688218246
822,ZNF280B,ZNF184,2.3993038158212006
611,ARNTL2,RCOR1,2.3990266804741283
243,ZNF441,MAF1,2.398464842324657
1047,RERE,MAF,2.3978773862529428
328,BARX2,NFIB,2.3974429131282546
1059,ZNF221,SREBF1,2.3968593716146094
1060,ARID1B,ZNF117,2.3958984832026817
191,ZSCAN9,ZNF433,2.3951811516956
972,TFCP2L1,ZNF665,2.394611637421417
350,ARID3A,E2F7,2.394600175815892
116,E2F5,ZSCAN20,2.39456393517166
1109,NR2F2,JAZF1,2.394508878808587
229,ZNF230,TULP3,2.3933000482065196
1180,ZNF367,ADNP,2.393217924824227
607,ZFP30,ZNF516,2.3930931274113787
1013,PAX1,TBX1,2.3925412632490333
503,ZNF446,ZNF277,2.392480455332666
768,ZNF385A,ZFHX2,2.392031802997521
316,TFDP2,ZNF195,2.3914377855827755
949,UBP1,ZNF529,2.39126007478778
