,TF,target,importance
150,PPP3R1,ELK1,1.6139396338507288
144,NRAS,RPS6KA4,1.6138463845225663
159,GNA12,ARRB1,1.6135567885095312
156,FGF22,MAP3K14,1.6124930589519348
211,MAP3K1,AKT1,1.61113946238353
12,DUSP6,MAPK8,1.6106258340892452
180,CACNA2D2,RRAS2,1.6086652072124425
3,HSPA6,MAPK10,1.608539189247337
61,NR4A1,MAPT,1.6080707194584287
137,PAK1,STK4,1.6079063546181591
92,RAP1B,CACNB3,1.607751209584541
170,ALDH9A1,ACADM,1.6072904780558606
14,RELB,FAS,1.6070453014742014
187,KRAS,HSPB1,1.6042945566952707
40,ACADM,RELA,1.60408500292386
136,PAK1,CACNB2,1.6037857580156984
208,MAP3K4,DUSP2,1.6032869850706364
72,ACADS,CDC42,1.6030654667978939
20,CACNA1H,DUSP1,1.6028494826081672
106,MAPK8IP3,ALDH2,1.6027105595128877
195,MAP3K2,IKBKG,1.602540765408035
180,CACNA2D2,DUSP14,1.6024867622692944
42,NTF4,TGFBR1,1.600468040707596
86,MAP2K5,PPP3R2,1.5982385482587886
171,MAP3K3,CACNA1A,1.5981410270591565
61,HSPA1B,MKNK2,1.5976382165161056
157,FGF22,EGF,1.597623397202725
23,MAP3K5,STK4,1.5966138690309242
76,PRKX,PPP5C,1.5965656514002162
173,RAC1,RRAS,1.5959679343294848
219,TGFB3,CACNB2,1.595212960575445
0,CACNA1A,PPP3R2,1.5949428217022354
3,HSPA6,GADD45A,1.5947356232668697
192,RPS6KA6,IKBKB,1.5945797461802833
87,MAP2K5,PLA2G6,1.5945019840678727
110,PLA2G5,MRAS,1.5942279991141735
161,RPS6KA4,CACNA2D2,1.593520955992845
119,ECHS1,MECOM,1.5931187448286248
49,RRAS2,DUSP2,1.5917817947643804
171,MAP3K3,CACNA1I,1.591683101696462
101,IL1R1,DUSP6,1.5891903923045057
26,DUSP9,HSPA1L,1.5888635204773107
104,MKNK1,ACAT1,1.5884264326347577
85,HSPA8,ALDH9A1,1.5880267106787478
148,ACADVL,DUSP8,1.5879938783928544
204,MAP4K4,FGF12,1.5879690677227387
7,PRKCA,RRAS,1.587525303207427
206,MAP2K6,MAPK7,1.5863427253069635
64,MAP3K8,MAP4K2,1.5854461180555957
126,DUSP10,ATF4,1.5852566651746047
71,ACADS,MAPK12,1.5845049905458293
39,FGFR4,JMJD7-PLA2G4B,1.5835693658616936
62,NR4A1,MAPK3,1.5832502801144381
204,TP53,MAPK12,1.582378696601864
187,KRAS,RAP1A,1.5817546560971445
194,EGFR,DUSP6,1.5807827158686352
219,TGFB3,MAPK3,1.5805412737995845
12,DUSP6,MAPK9,1.5801420520568998
24,DUSP4,CHP1,1.5800448366196962
208,MAP3K4,SOS2,1.5796364779827938
100,CHP1,EGFR,1.5780107529562386
21,GADD45B,ACADM,1.5766274274707275
90,MAP2K7,MAPK10,1.5765292593813152
106,MYC,MAPK8IP1,1.575983153869374
36,LAMTOR3,HSPB1,1.5746933956106954
17,CACNA1I,NTF4,1.5745418054555764
4,PTPRR,ACSL3,1.5743975223758941
85,HSPA8,RELA,1.5730249900431665
52,MEF2C,MAP3K6,1.5730228096551664
48,CPT1B,EGF,1.572803508579598
85,HSPA8,ACOX3,1.5716495779852149
31,NFATC4,NR4A1,1.5715939301324822
41,NTF4,DUSP2,1.5708478177861327
84,HSPA8,CACNA1I,1.5708199351398875
96,PPM1A,MAPKAPK3,1.5706222239667305
158,ACADSB,MAP3K5,1.570307088179152
79,MAPK3,MAP2K7,1.5700070712961136
55,CHUK,TNFRSF1A,1.5694192445766642
47,CASP3,MAP3K11,1.568945895960822
180,BRAF,TGFBR1,1.5685015588519697
144,PRKACB,RELA,1.5681436587520878
179,MAP2K3,SOS2,1.5680696919702202
17,CACNA1I,CACNA1H,1.5674576367203856
199,PRKACA,CASP3,1.5672894280104717
64,MAP3K8,ACSL1,1.566068328402706
105,MKNK1,MKNK2,1.565845216007435
153,PPP5C,EGF,1.565830691598391
66,ECSIT,FAS,1.5653184874835204
55,CHUK,DUSP10,1.5651635667774115
112,FGFR1,PPM1A,1.5647746513522465
114,CRK,ACAT2,1.5645200501695804
201,SOS2,HSPA1B,1.5641690948759472
32,MAPK8IP2,PPP3R2,1.5632034595503603
44,CACNB1,CDC42,1.5630207113085857
111,PLA2G5,BRAF,1.5625400159734035
131,TAB1,IKBKG,1.5621686041714637
62,NR4A1,PRKACA,1.5618504266491828
42,ARRB2,MAPK8IP2,1.561766137316847
212,SOS1,MECOM,1.561415681806535
75,FAS,STMN1,1.5611236619408861
107,NLK,MAPT,1.5610393404211649
182,DUSP16,PPM1A,1.5609528869117006
222,CACNA1G,RRAS2,1.5605825465408525
75,FAS,ELK1,1.5603270417561785
141,RAF1,CACNA2D2,1.560278237542397
208,MAP3K4,MAPK7,1.559169787109817
135,TAOK3,RAPGEF2,1.5586755425910837
93,MAP3K6,PRKX,1.5579637613042685
41,ADH5,MAP2K2,1.557750525573825
159,GNA12,RELA,1.5575859087965527
66,ECSIT,STK3,1.5569230054197227
59,MAP3K14,IKBKB,1.5558770879604287
49,RRAS2,CACNA1A,1.5558175782886112
109,MAP3K13,PPP3CA,1.554756635925664
77,ECI1,RAP1B,1.5545049685841938
20,CACNA1H,MAP4K2,1.5538957403062903
217,NFKB1,RAC1,1.5538711745183662
205,ACSL5,MAP4K3,1.5524203722335768
157,HSPA1L,PLA2G12A,1.551748919918273
125,DUSP14,MAP3K14,1.5517228218475743
20,CACNA1H,MAPK12,1.5508893605394865
35,MAPK12,MAP3K14,1.550535929966215
181,ELK4,CHP1,1.5498142397982737
14,RELB,NF1,1.5496888268948
